text,label
"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions",neutral
i`m lookin for email to this man  i have his photo -Spray Painting in Wroclaw(Poland) by Kosmo http://bit.ly/EOvVN,neutral
UUUUUGH!!! I HATE I MISSED  INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,negative
"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",negative
 have fun ! bbq is good ! no matter where it is,positive
" They do! Lilash I`m guessing, right?  Oh and what camera are you using? That is insane quality!",positive
Sang on xbox lips and drunk beer my weekend rocks so far,neutral
The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.,negative
 Good BUT it`s supposed to storm later,neutral
 haha i only love you too sissy!!!!!  ring power! lol,positive
It smells like the beach from my job..,neutral
Its 1:11am and both my girls are still up! .. im so tired ..,negative
*sigh* another two out fly out for Papi,neutral
"Just came back from my first city rooftop party  Man, even when you`re next to THE New Yorker Bldg, it still gets pretty windy up there.",positive
Happy Mother`s Day to every mommy out there,negative
 Yeah it`s a really fascinating paper isn`****? Credit goes to  for the discovery,positive
Ohh boy my babys tooth came out !,negative
  God bless that oh-so-sexy rahul picture,positive
" just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",negative
  i love them too! they look so cute together,positive
I feel like my dream just got crushed,negative
"ok, back to the dentist today. All I want to do is bask in the sun",positive
"Has roughly cleaned his room, and now is heading to Pablos to read",neutral
is about to go for a run.. in this weather..,neutral
" Trending you say? Well, there`s TweetCannon   http://tinyurl.com/odrza4",neutral
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,negative
 Nope. Just come back to CT,neutral
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,negative
 it`s my fave!,positive
_joy it`s entirely possible,positive
 my heart hurts too.,negative
 Yay! Lets welcome Mrs Mcnugget to twitterverse!,positive
is terrible at saving money..,negative
And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini),neutral
" that`s the prob, i work from home, and the bed`s calling, no, screaming out my name! had really strong coffee instead",neutral
 I told you I`d be back  Just won`t be updating as much before my exams. Looking forward to a day or two in your house ;),neutral
"Stepped on Coco`s foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me",neutral
"Ugh, I don`t know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  ",negative
 So sad that schools have to close.,negative
happy to b home .. then my mind wanders an I can`t sleep,positive
  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,positive
" Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",neutral
 http://twitpic.com/4jb66 - lol pretty long,positive
never mind it`s closed  sorry Miley,negative
 Why so expensive,negative
" Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good.",positive
Had the best night I`ve had in a while.,positive
That poor goose.,negative
 I saw the pic. You surely don`t look like Amisha Patel nor like a mum of one,neutral
 You never write back babe.... my feelings are hurt,negative
" politicians and celebs have lottsa fun  .. it`s just that for SOME of them, FUN is actually ..  SIN",neutral
 AP is Associated Press: http://www.ap.org/ There are many other global news agencies like it,neutral
 I did,neutral
I`m up way to early today!  Work later.,neutral
My husband thinks my Twittering makes me a creeper... whatever.,negative
 Hi John! Thanks for sharing that quote! It`s soo true,positive
 dammit i had the passes but i am still at work,negative
 Omg i`m on a one year work permit! Going home end of June...i`m really gna miss it   #canada,negative
has been told shes not allowed in the sun tomorow!  either that or wear sun cream!,neutral
Its beginning to get way too hard to please all of my friends at once,negative
"Have beautiful dreams all, I`m off to snuggle down with my beautiful babies as they are done with the outdoors.",positive
 muhaha martha <33 have fun see uu next mnth,positive
 glad to hear that    Do you have a busy day today?,positive
May the 4th be with you! Hahahaha that`ll neverrr get old,positive
"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can`t keep up",negative
"missing my man, two months is so long to not see him",negative
 He was my reason for even going too haha.  Shaun of the Dead was too epic haha,positive
92.7 is turning it right about now.,neutral
people are not twitting very much today,neutral
 yes - it has put a damper on us 'getting to know' Georgetown! Instead he is watching tv and I am catching up on invoices.,neutral
" OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime",positive
nick is so cute in the tiger costume  ahaha it made my day,positive
 YAY  u get to see ddub again ;) those 5 men always keep me happy & motivated,positive
Happy birthday.,positive
" It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",negative
princess_I have to pack up my house today.. ButIneedhelp,neutral
 I`m watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,negative
Business exam tomorrow,neutral
It is going to be a beautiful day!,positive
 Congratulations! Check that one off your to do list!,positive
" There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",negative
Hugh Masekela pix online + Contern - T71 pix + review @ http://clada.lu -> coming up next Naturally7 Concert this evening,neutral
 No sucky,neutral
Headed to eat with my hubby n my mommy!!  So ready to have some drinks...,neutral
" but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",negative
character designs complete! .... in about a week we`ll give another sneak peak... stay posted!,neutral
  to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp,negative
_AM Well what can I say - you do look Hot in your pic... That`s gotta work for most of us...,positive
 lol fine by me  long as its not the scary dude its all good,neutral
   We were all set to get a room last Saturday! I can`t apologise enough for missing out Deccy,negative
"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday",positive
"morning all   will be at Warner soon! lots to do, then go to school for some work... hope everyone has a great day!!!",positive
 He says thank you,positive
" what is I/O psy? I`m taking psy101 starting this Monday, not looking forward to going back to school but",negative
it`s raining..,neutral
 your **** miss you!!!!,negative
" yeahh! i am very happy with my pendant, and hope to see you in future fairs. ps. good mini muffin",positive
 You don`t think they will catch them? God yeah can you imagine how they`re feeling,neutral
 why you stop following me? Was I not cool enough for you?,negative
 I love Overnight. And they`ve worked with me on printing/shipping issues.  sorry it didn`t work out for you.,neutral
aw how to lose a guy in ten days  <3,neutral
 haha **** hell i know ay. **** son he`s just making trouble. we could take him.,negative
 i wish i had friends i could spend the night with,negative
" aww, thanks babe!  you and yours have plans for tomorrow?",positive
good morning everbody!,positive
 i am sorry i don`t like girls ~that way,negative
love new shoes  thanks wine lo,positive
Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker,neutral
"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3",positive
 Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!,neutral
 I like tweet deck and I`ll try the other one u recomended Thanks,positive
Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,neutral
missing someonee...,negative
back to work tomoo  day 1 of 5 it will bee.,neutral
 Wow. That`s looks really good. I wish I had some. Was it good?,positive
  i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,neutral
" I only came across viva la juicy on fri, no testers only body lotion in the store.... but i defo need to get it asap",neutral
" Maybe because you got in 4 hours ago from an awesome night? Nah, that can`t be it.",neutral
 i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.,negative
" : Yes, that`s what I was implying. Was a bit too subtle, as usual, I suppose.",neutral
_kat why not??  ****,neutral
 So that is different than normal how?,neutral
received her first pressie. Happy happy.,positive
"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",negative
 I think the very late night on Friday just hit me  off to town to meet a friend soon for ice cream and coffee,neutral
"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks",negative
I don`t think I am going to get to see any of the sun today  gutted I NEED COLOUR!,negative
" I can`t buy, only rent!",neutral
Playing see you again-miley cyrus in the shop,neutral
"Needs to `unfollow` some tweeps, its not that I dislike you but I can`t keep up with you tweeting literally every 2 minutes! Sorry",negative
boo (but will I listen?),negative
 there u go,neutral
i just successfully defeated the swine flue with the power of positive thinking!  #Swineflu #H1N1 #Swine Flu,positive
Home !! Home @ last !!!!! Time to step outside for some life,neutral
typical Google Docs is down  oh well open Pages,neutral
_the_bear  I love  the names!,positive
oww...just bit my tongue,neutral
" Well alright. But #dollhouse is still fricking awesome. Elisha`s performance in last weeks episode sold me there too, finally",positive
 happy mothers day ang,positive
im slowly losing followers one by one.,negative
 Bonjour.. Did you sleep well?,neutral
  I`ll make him nachos tomorrow. Better than if he would have made them himself.,neutral
3 years in 2 months!! hooorah! can`t wait!,positive
 Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,positive
waaaaay over all tht bitchy ninth grade **** (: half yearly exams over & im sickkk,negative
 aww  i will keep sending it ;),positive
" It`s on today`s menu, don`t worry",positive
One week until Race for the Cure! Please donate if you`re able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow,neutral
watching saturday night live; justin timberlake hosts,neutral
Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,neutral
can`t sleep so i`m watching some more Gilmore Girls,neutral
. welcome to Twitter!!!    Love you!!!  Can`t wait to see you next month,positive
"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",negative
watching some scary movies with my friend,neutral
is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,negative
"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop",negative
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time",positive
 didn`t make it to 1000 but I smoked her.  She`s at 60 and I`m at 260.  thank you! How r u?,positive
great night! great peolple!,positive
Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,negative
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",positive
" I haven`t got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",positive
 Can I have your old one?,neutral
says BAD TRIP! (angry)  http://plurk.com/p/wxshi,negative
 apologies don`t fix hurt feelings kev.  anyway i`ll get it from u next time I c u.,negative
 and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.,negative
John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight <3,neutral
I had my hair cut today and my boyfriend didn`t notice....,neutral
The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68,negative
Guus`s last game 2moz,neutral
zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt,neutral
haha gunna go buy a whole bunch of emo/punk clothes,neutral
@_callmeCourt always welcome hun,positive
" its not mothers day on the west coast, tyvm",positive
Bruno arghhhh i cant wait,negative
 MCFLY?!!  Aren`t they the best band ever? I wish I were there to watch the concert. Singapore isn`t a place they`d tour.,neutral
just completed button hunt 3,neutral
I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,positive
Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!,negative
"long, fun day  now for some relaxation. some TV with the mom, then sleeeep",positive
"Jamie @ Sean Cody, up for some angry ****?: Jamie @ Sean Cody, I wouldn`t piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6",neutral
" No, i dont think its bad. And its very well edited, too.",positive
 I dont think so,neutral
" i`m not sure what stracchino is, but it sounds good.",positive
"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",negative
 thanks.  I`m self so I don`t see the 'my Account' area.  I`ll have to dig deeper it seems,neutral
"3OH!3 - Rich man is amazing, really can`t be bothered for school on Monday",positive
http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though,positive
Sometimes I wish I was a warden,neutral
Not looking forward to this long trip in the morning. I`m sick,negative
 Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!,positive
With E3 coming up the worst possible thing happened. No not swine flu! not AIDS! RROD!!!!!!!!!!!!!!,negative
 boo i`m a week late  how long u in town for?,neutral
.. these holidays are soo boring..,negative
" AZ`s Finest Vol. 3...intro, how it lookn?????",neutral
 lets go home,neutral
Official whine-tweet for today. Nothing specified,neutral
can`t go to bed  An am sooooo tired!!!,negative
 yeah... it`s gonna be a long while for me.,neutral
_and_Zi Thanks! I`m on my way now,positive
Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,positive
" he`s not **** Lol. He`s a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night",neutral
is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,negative
very malakas ang ulan. how will i go to fort,neutral
 what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon,negative
 that is my idea of good dinner  happy munchin,positive
" I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha",negative
Happy Mothers Day mom!  I love you!,positive
Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.,negative
 LOL! Thanks for showing me `s site. I won`t tell hubby if you won`t.,neutral
I had a small tweetbreak from twitter I think I needed it,neutral
 YES. He`s fascinating. I love his bedroom.. oh my God. The books.,positive
Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,neutral
"It`s Friday, but not the most pleasant ones  waaaaaay to much work...",negative
 are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me,neutral
" No, but I missed you",negative
Its a gorgeous day and I`m going to work allll day  Just gotta keep telling myself its for NYC!!,positive
 i have restricted driving priviledges...  and i didn`t even do anything. stupid double standards,neutral
 HaPPy B-DAY Ma Freaaaaaaak  <3,positive
"Yes, Rays beat the Red Sox 14-5",neutral
@_erica I know right,neutral
saying goodbye to Papa....,negative
"just finished an exam, every1 else has finished cos I chose i different course to my friends I have one more exam on Thurs next week",neutral
 You`re cycling tho` that`s good. Healthy eating  Healthy and eating are a contradiction in terms.,positive
" Haha, it`ll be gross by the time it comes back.    Tell you what .. we`ll Yum! Vancouver some malay spot soon, or just go indian",neutral
i want so bad to go to the mcfly`s concert,positive
Listening to Music Box.  When Mariah could still sing,neutral
http://tinyurl.com/cyonct vote for Rob,neutral
"well movie night spoilt by fracked up disk-happiness gone, so time for sleep",negative
"I`m finally going to bed, everybody.. whatever you`re doing, BE BLESSED!",positive
It rains and it sucks so much because it`s the second day in a row,negative
 cuz airlines are super lame.,negative
so so tired..,neutral
"Wow, my phone was blowing up with tweets all day. Now that I`m home, it`s a ghost town! Guess I`ll do some chores in my apt. & go to bed.",neutral
The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul`d be very nervous...,negative
Missed getting my 'Twilight' jacket @ modcloth! Man I wish I didn`t have long monkey arms and could of gotten the L instead!!,negative
 I hope you feel better soon,positive
just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight,positive
 i knooow  its the pizza girl episode xD <3,positive
Morning!! how is everyone,neutral
"_fred6 It`s REALLY cool! No, I`m on a PC now, I don`t have a Mac  well I do but it`s ooooooooold  I do have an iphone tho",positive
 Happy Mother`s Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallon,positive
Is tired! And is gonna go to bed now!,negative
TV time  see yall later! xoxo,neutral
Came from Greenbelt & Power,neutral
_ken that sucks  If only I was there to hang out.,negative
 Got any tips for a mum of a 14 yr old with CFS who can`t sleep at night. He falls asleep about 4a.m. till midday or so,neutral
" i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",negative
 wweeeeooo! snl soon,neutral
 awesome! maybe someday I`ll find a book of yours on the bestsellers list? lol,positive
You can`t spell #melo without e m and o...  <3 to my favorite blogging site.,positive
Home from Whitney`s. No sleep. Church in a bit. Dangggg....I`m tired. But it was worth it,neutral
Mount dishes have been conquered. Dish land is ours,positive
Google ... show me apples ... I only want to see images with green in them: http://tinyurl.com/clrbau COOL,neutral
 re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr,positive
 -- 5/31 marks the end of our roommate era. And you never made wontons for me again.,neutral
 I so wish I could go to your blogging bootcamp in Knoxville this coming week! I`m so close but yet so far.,neutral
" Tom, I saw again a guy who looks like you in my campus today. He`s SOOO adorable... :') But you`re still cuter than him. Haha..",positive
_  it`s on again right now!! aah I love demi lovato,positive
Getting a little mowing the grass in this evening!  fun,positive
high & dry goin to have an ice cream now with my best friend.,neutral
Someone just **** up birthday **** for me ...  he basically said the song is about a **** being selfish ... Listen to the song carefully,negative
If you save these pix from the Today show please credit www.wireimage.com Thanks,positive
OooooOOOOO   but you just said you were dancin at home.  so doesn`t that count?,neutral
wished I watched jon & kate plus 8 on monday,neutral
 That`s more than ok. Personally I`m very good in doing nothing,positive
 enjoy NOLA definitely one of my favorite cities in the world. Please have a beignet with chocolate for me,positive
 lmao i get that alot  haha,positive
 Link !,neutral
Fuzzball is more fun than Mother`s Day  http://tinyurl.com/dhpol7,positive
 I am doing the same  I want to travel a little!,neutral
" That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.",neutral
" http://twitpic.com/4vgzy - Moving is great, especially if lots of them help.",positive
_N - me too!! I don`t want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),neutral
http://twitpic.com/4wdgr - Yay! I`m a blonde again!! I feel so girly,neutral
Who`s going out tonight? I want to go out  ****,neutral
Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!,negative
i`m about to munch on some more high calorie things!  they keep my brain working,neutral
 Obviously not too bad,negative
 Ive been wanting 2 but will be gone 4 2 mo. & have to close my shops!,neutral
i just looove my bf  u are awesoome!!!! [hannah montana the movie was amazing  best movie ever!!]  // cool http://gykd.net,positive
 http://twitpic.com/2xjoc - can you paint me,neutral
i want a dog...,neutral
if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note,neutral
"I`ve been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.",neutral
 - absolutely loves it....  u r too many things!,positive
_123 i cant sleep,negative
 blimey! You`re still suffering?!!,negative
 can`t you write a song without your guitar? i thought you could  look for something to do!,neutral
follow friday.. follow me coz i only have 26 followers...  (it`s not 2am),neutral
" great to finally meet you last night! Wish we had more time to talk. Can`t go to the coffee GTGs, though... Day job.",positive
"hey Tweeties, my auntie jus got n a bad car accident...pls keep her yall prayers  ...thanx",negative
 I look forward to having one very soon,positive
 haha!! someone with an axe just popped up at you Scenie!! what did you do???,neutral
 Oh no  I hope you reach him!,positive
 nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you,negative
"Good am all..: hanging out with ma dad 2day, looking for a job still..",positive
 i`m not partying tonight,neutral
i miss my boo,negative
  okay for your Mom and My Mom too!,neutral
Nugget bit Jack. I told him not to poke the poor hamster!,negative
is getting baptized tomorrow  and is a college graduate.  Busy weekend!,neutral
 dont get too excited bby i hear thunder rolling in,negative
 UGH I HATE QUEUEING,negative
friday night is my fav night of the week but now I have to go to stupid dog training classes,positive
Got the news,neutral
Happy Star Wars Day // Will Week,positive
 why thx! #webdu I was only at the conf on Thurs,neutral
 what about me  I miss you too!,negative
 i wish i could but it would cost too much to call you all the way from the UK,negative
Happy mother`s day nfty!!!!!!!!!!!!!!!!!!!!!!,positive
  Cloud Croatian Apartments,neutral
Screen On The Green started yesterday!!!ahhh! i missed it!,negative
No clubbing for me this weekend due to a busted knee  <emo>Life`s unfair</emo>,negative
is gaining weight.  rather,neutral
Believe it or not I`m a super geek,neutral
I just vacuumed my entire house three times. Screw all vacuums!!,negative
 I have too much work to drink now.   but I do love afternoons in the pub.,neutral
Left Cali this morning...in Dallas now..missing my car SO MUCH!!!,negative
"i should be finished.... but i`m not.  color drawing, here i come.",negative
i have a yucky burn,negative
" unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session",negative
Guys (    ) I know! My ability to read time telling devices failed!,negative
chillen at gmas! Soooo humid outside!,negative
 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans,positive
_com All breaking news will be tweeted here I hope  welcome to twitter!,positive
Aww chamber callbacks... Soo emotional,positive
''have you the e-mail from Miley ???? I want to write with her but I cant,negative
 LOL! Let`s find something quickly.,neutral
" did you decide it is a sprain? mine has been bothering me again, but never had it checked out",negative
"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",negative
 voting is over. since like four days ago i think  i told all my friends 2 vote for you a million times. you will win! love you,positive
is trying to find something to do tonight,neutral
 I can`t believe you tweeted that. It was our special moment,negative
 Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,positive
 haha...it the booomb,neutral
Just woke up and feels so **** lazy  time to work out damnit!,negative
 mothers day gift,neutral
" I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s`pose!",positive
Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch,positive
 idkk if il get to see it again,neutral
 or _ohh i think one of you should give a ride! please?,neutral
is so  just made a card 4 my mom!!   can`t wait to see the smile on her face when she see`s it!!,positive
"gonna be in bed soon as Friday`s over soon,   would like to plug in!!",neutral
just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch,neutral
 Tell him where...,neutral
 ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet,positive
 oh suuuuuuuure...rub it in why don`t ya!!!!!!!!! LOL Enjoy!,positive
picat 21,neutral
Doctors appt,neutral
" Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",negative
 apparently a looong time seeing as they seem to be everywhere except LA,neutral
 The Priests were really good. Guess they wouldn`t be welcome on Late Late at the moment,positive
 who knows  It makes me sad  lol,negative
Off work in half an hour. Getting an MRI after that. Yay me,positive
Happy Mother`s Day !,positive
My stomach hurts so bad,negative
"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn`t have to grow up!",negative
"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",positive
Soaked in the rain in 30 seconds and I wasn`t even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,neutral
 I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,negative
 I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,positive
HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven`t had a moment to myself,negative
 aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it,positive
 come back for another year  pllleeeaaasse,neutral
 This year,neutral
Just spent more than 45 minutes looking at the Aud,neutral
 What`s for dinner?,neutral
 feel better soon! Your immune system must be away on holiday somewhere... probably with mine,neutral
aww i feel so bad for Holly,negative
"Darn all of you! I wish i could watch bgt now, but if i did i wouldn`t be able to fast forward through the ads  + dinners very soon..",neutral
 I don`t know! She never answered me,neutral
 http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy,positive
Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,neutral
:  I`ve been!,neutral
"Well, up and into the third day of Virgin 1`s Captain`s Log Star Trek weekend",neutral
Got 38 followers now!,neutral
 No problem. I`m just sharing the whole list to you.,neutral
 Its so nice i ahd to work today,positive
listening to some brandy...never say never cd,neutral
 1. i dont  2. LMFAO I WONDER.,neutral
gprof problem on Mac  why ??,neutral
 yeah although probably not on BGT  bugger,neutral
"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",neutral
" Granted, it won`t do that, either",neutral
  I love you too! I`m kinds reading. But you can call if you`d like,positive
"@ RyanSeacrest : hi there might be a problem as it says no stream online, wat`s not right?",negative
IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,neutral
ouch i have a headache. but i am in a ridiculously good mood,neutral
on my way too school. be back later...,neutral
I Need a freaking adventure.,neutral
 samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,neutral
" i was watching Harpers Island, lol... there was no vodka involved",neutral
 what happened?  are you suffering from neck/shoulder/back pain like me?  i can`t move either,negative
  stop itt!,neutral
from last Montday`s award ceremony  http://twitpic.com/4jkvl,neutral
 love the stuff he sell... you should help this guy with his logo and shop  it`s kinda Wordart,positive
well its hot as heck right now,neutral
A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,negative
" Yaay! I was supposed to go, but I missed it",negative
 Sometimes I wish Twitter had Facebook`s 'like' just so I could give you a thumbs up. Great job either way  - I suck too btw,positive
WHY CANT I FIND IT!!!,negative
yay .. sherbert and chocolate ... very nutritious,positive
 sorry you didn`t make it  Good luck next time though!,positive
I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,neutral
_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,positive
 Good choice,positive
Such a beautiful day. I just wish I had the energy to enjoy it.,positive
" Here, have fun with this: http://bit.ly/PlNm4",positive
 ohhh wowwww no good,neutral
 I don`t even remember what`s on there!!!,neutral
Making Banana Bread,neutral
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",positive
"later I went up to monroe and worked out with friends - TRX, ropes and KBs!!   30sec on/30 off..rope swings & c&ps, windmills, wve aquats",neutral
 I`m like so upset with you.. haha.. you never told me the 411..,neutral
"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",negative
" yes, yes .... nap or read gossipy mag if you have one handy",neutral
_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out,positive
"Two months ago, I became worthless.",negative
Twitter`s being lame and won`t post my twitpic of Gucci and I,negative
 i wish you still loved me,positive
 At least you made it,positive
 the only thing is I`m not a chocolate fan  but the thought was yhere,neutral
 my power went out as well.. Except I`m in nor cal,neutral
is watching movies,neutral
just got back from Danas. watching Roseanne before I start to get ready for work,neutral
"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I`m probably twice her age",positive
" My youth group was there! I would have liked 2 go, but I couldn`t afford it, & I had a drama performance/party...  Luv ya tho!",positive
 Poor you   If I was with you right now; I would probably give you a hug ;D,neutral
 Haha! maybe I should try that. The insomnia is kickin` my butt,negative
_Aston Still looking  I filled out quite a few applications last week and once I get home I`ll continue.,neutral
just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,neutral
 http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,neutral
shopping! Migawd. i don`t want to surf the net anymore.,neutral
Happy Mothers Day to all the Mommys.,positive
`ss back to the gym project. Finally finished ... **** filthy hobo`s always trying to eat my taco`s.  !!   </3,negative
No u guys!  said California in an angry tweet to perez hilton! Jonathan was so upset he spelled California wrong,negative
is liking this feeling,positive
Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,neutral
going to the cinema to see ghost of girlfriends past!,neutral
"_donut ah good deal, hope you find some new music",positive
had a very good day and is now going to get into bed!,positive
  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,neutral
" unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",negative
Off home ill from work. This man flu is hell,negative
 haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,neutral
_blehh where i do not see you steff  what time are you on it ?.,neutral
_3girls LOUISE !! You r not adopted - ballet it is. You`ll love it and then the cocktails after even more!,positive
